alert_time,event_timestamp,can_id,attack_type,severity,alert_level,rule_score,ml_anomaly,reason,status
2026-09-19 12:17:33,1767265.20969,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.2097,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20971,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20972,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20973,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20974,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20975,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20976,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20977,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20978,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20979,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.2098,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20981,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20982,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20983,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20984,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20985,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20986,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20987,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20988,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20989,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.2099,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20991,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20992,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20993,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20994,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20995,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20996,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20997,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20998,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.20999,0x100,Unknown,Critical,CRITICAL ALERT,4,1,"high message frequency, short message interval, suspicious payload, repeated message, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21012,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21024,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21036,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21048,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.2106,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21072,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21084,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21096,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
2026-09-19 12:17:33,1767265.21108,0x100,Unknown,Critical,CRITICAL ALERT,2,1,"high message frequency, short message interval, ML anomaly",OPEN
