event_id,event_time,can_id,attack_type,severity,rule_score,ml_anomaly,message_frequency,time_interval,reason,status
215,1767265.2036,0x101,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
216,1767265.2037,0x102,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
217,1767265.2038,0x103,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
218,1767265.2059,0x104,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
219,1767265.206,0x100,Abnormal Frequency,Critical,2,1,79,0.0005000000819563,"high message frequency, short message interval, ML anomaly",DETECTED
220,1767265.2061,0x101,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
221,1767265.2062,0x102,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
222,1767265.2063,0x103,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
223,1767265.2064,0x104,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
224,1767265.2065,0x100,Abnormal Frequency,Critical,2,1,79,0.0005000000819563,"high message frequency, short message interval, ML anomaly",DETECTED
225,1767265.2058,0x103,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
226,1767265.2066,0x101,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
227,1767265.2068,0x103,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
228,1767265.2069,0x104,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
229,1767265.207,0x100,Abnormal Frequency,Critical,2,1,79,0.0004999998491257,"high message frequency, short message interval, ML anomaly",DETECTED
230,1767265.2071,0x101,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
231,1767265.2072,0x102,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
232,1767265.2073,0x103,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
233,1767265.2074,0x104,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
234,1767265.2067,0x102,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
235,1767265.2076,0x101,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
236,1767265.2057,0x102,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
237,1767265.2055,0x100,Abnormal Frequency,Critical,2,1,79,0.0004999998491257,"high message frequency, short message interval, ML anomaly",DETECTED
238,1767265.2039,0x104,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
239,1767265.204,0x100,Abnormal Frequency,Critical,2,1,79,0.0004999998491257,"high message frequency, short message interval, ML anomaly",DETECTED
240,1767265.2041,0x101,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
241,1767265.2042,0x102,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
242,1767265.2043,0x103,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
243,1767265.2044,0x104,Abnormal Frequency,Critical,3,1,19,0.0004999998491257,"high message frequency, short message interval, suspicious payload, ML anomaly",DETECTED
244,1767265.2045,0x100,Abnormal Frequency,Critical,2,1,79,0.0005000000819563,"high message frequency, short message interval, ML anomaly",DETECTED
245,1767265.2056,0x101,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
246,1767265.2046,0x101,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
247,1767265.2048,0x103,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
248,1767265.2049,0x104,Abnormal Frequency,High,2,1,19,0.0005000000819563,"high message frequency, short message interval, ML anomaly",DETECTED
249,1767265.205,0x100,Abnormal Frequency,Critical,2,1,79,0.0005000000819563,"high message frequency, short message interval, ML anomaly",DETECTED
250,1767265.2051,0x101,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
251,1767265.2052,0x102,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
252,1767265.2053,0x103,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
253,1767265.2054,0x104,Abnormal Frequency,High,2,0,19,0.0005000000819563,"high message frequency, short message interval",DETECTED
254,1767265.2047,0x102,Abnormal Frequency,High,2,0,19,0.0004999998491257,"high message frequency, short message interval",DETECTED
255,1767265.21108,0x100,Abnormal Frequency,Critical,2,1,79,0.0001199999824166,"high message frequency, short message interval, ML anomaly",DETECTED
